canonical_paper_id,title,venue,year,paper_type,doi
abadie_2002_bootstrap-tests-for-distributional-treatment-effects-in-inst,Bootstrap Tests for Distributional Treatment Effects in Instrumental Variable Models,Journal of the American Statistical Association,2002,published,
abadie_2003_semiparametric-instrumental-variable-estimation-of-treatment,Semiparametric Instrumental Variable Estimation of Treatment Response Models,Journal of Econometrics,2003,published,
abadie_2005_semiparametric-differenceindifferences-estimators,Semiparametric Difference-in-Differences Estimators,Review of Economic Studies,2005,published,
abadie_2006_poverty-political-freedom-and-the-roots-of-terrorism,"Poverty, Political Freedom, and the Roots of Terrorism",American Economic Review Papers and Proceedings,2006,published,
abadie_2020_statistical-nonsignificance-in-empirical-economics,Statistical Nonsignificance in Empirical Economics,American Economic Review: Insights,2020,published,
abadie_2021_using-synthetic-controls-feasibility-data-requirements-and-m,"Using Synthetic Controls: Feasibility, Data Requirements, and Methodological Aspects",Journal of Economic Literature,2021,published,
abaluck-ahuja-alsan-banerjee-breza-chandrasekhar-duflo)-dzansi-garrett-goldsmith-pinkham-gonsalves-hossain-jakubowski-kang-kharel-kremer-meriggi-miguel-mobarak-nekesa-olken-omer-qadri-rees-salako-voors-warren-wiecek_2022_end-covid19-in-low-and-middleincome-countries,End COVID-19 in low- and middle-income countries,Science,2022,published,
abaluck-ahuja-alsan-banerjee-breza-chandrasekhar-duflo)-dzansi-garrett-miguel-mobarak_2022_end-covid19-in-low-and-middleincome-countries,End COVID-19 in Low- and Middle-Income Countries,Science,2022,published,
abaluck-chang-chiang-freeman_2004_how-do-stipends-affect-the-supply-of-phd-scientists-and-engi,How Do Stipends Affect the Supply of PhD Scientists and Engineers?,NSF/NIH/CGS Graduate Support Workshop,2004,published,
abbas-rogoff_2019_a-guide-to-sovereign-debt-data,A Guide to Sovereign Debt Data,"Sovereign Debt: A Guide for Economists and Practitioners, Oxford University Press",2019,published,
abbiasov-glaeser-heine-miranda-ratti-sabouri-santi_nodate_the-15minute-city-quantified-using-mobility-data,The 15-Minute City Quantified Using Mobility Data,"NBER Working Paper No, w30752",,published,
abbring-chernozhukov-fernandez-val_2025_philip-g-wright-directed-acyclic-graphs-and-instrumental-var,"Philip G. Wright, Directed Acyclic Graphs, and Instrumental Variables",The Econometrics Journal,2025,published,
abdulkadiroglu-agarwal-pathak_2017_the-welfare-effects-of-coordinated-assignment-evidence-from-,The Welfare Effects of Coordinated Assignment: Evidence from the New York City High School Match,"American Economic Review, Vol",2017,published,
abdulkadiroglu-agarwal-pathak_2017_the-welfare-effects-of-coordinated-school-assignment-evidenc,The Welfare Effects of Coordinated School Assignment: Evidence from the NYC High School Match,American Economic Review,2017,published,
abdulkadiroglu-angrist-cohodes-dynarski-fullerton-kane-pathak_2009_informing-the-debate-comparing-bostons-charter-pilot-and-tra,"Informing the Debate: Comparing Boston’s Charter, Pilot and Traditional Schools",,2009,working,
abdulkadiroglu-angrist-dynarski-kane-pathak_2011_accountability-and-flexibility-in-public-schools-evidence-fr,Accountability and Flexibility in Public Schools: Evidence from Boston's Charters and Pilots,"The Quarterly Journal of Economics, Vol. 126: 699–748",2011,published,
abdulkadiroglu-angrist-hull-pathak_2016_charters-without-lotteries-testing-takeovers-in-new-orleans-,Charters without Lotteries: Testing Takeovers in New Orleans and Boston,"American Economic Review, Vol",2016,published,
abdulkadiroglu-angrist-narita-pathak_2017_regression-discontinuity-in-serial-dictatorship-achievement-,Regression Discontinuity in Serial Dictatorship: Achievement Effects at Chicago’s Exam Schools,American Economic Review,2017,published,
abdulkadiroglu-angrist-narita-pathak_2017_research-design-meets-market-design-using-centralized-assign,Research Design Meets Market Design: Using Centralized Assignment For Impact Evaluation,"Econometrica, Vol",2017,published,
abdulkadiroglu-angrist-narita-pathak_2022_breaking-ties-regression-discontinuity-design-meets-market-d,Breaking Ties: Regression Discontinuity Design Meets Market Design,"Econometrica, Vol",2022,published,
abdulkadiroglu-angrist-pathak_2014_the-elite-illusion-achievement-effects-at-boston-and-new-yor,The Elite Illusion: Achievement Effects at Boston and New York Exam Schools,"Econometrica, Vol",2014,published,
abdulkadiroglu-che-pathak-roth-tercieux_2020_efficiency-justified-envy-and-incentives-in-prioritized-matc,"Efficiency, Justified Envy, and Incentives in Prioritized Matching","American Economic Review: Insights, Vol",2020,published,
abdulkadiroglu-hu-pathak_2013_small-high-schools-and-student-achievement-lotterybased-evid,Small High Schools and Student Achievement: Lottery-Based Evidence from New York City,,2013,working,
abdulkadiroglu-pathak-roth-sonmez_2005_the-boston-public-school-match,The Boston Public School Match,American Economic Association Papers and Proceedings,2005,published,
abdulkadiroglu-pathak-roth-sonmez_2006_changing-the-boston-school-choice-mechanism-strategyproofnes,Changing the Boston School Choice Mechanism: Strategy-proofness as Equal Access,,2006,working,
abdulkadiroglu-pathak-roth_2005_the-new-york-city-high-school-match,The New York City High School Match,American Economic Association Papers and Proceedings,2005,published,
abdulkadiroglu-pathak-roth_2009_strategyproofness-versus-efficiency-in-matching-with-indiffe,Strategyproofness versus Efficiency in Matching with Indifferences: Redesigning the NYC High School Match,"American Economic Review, Vol",2009,published,
abdulkadiroglu-pathak-schellenberg-walters_2020_do-parents-value-school-effectiveness,Do Parents Value School Effectiveness?,"American Economic Review, Vol",2020,published,
abdulkadiroglu-pathak-walters_2018_free-to-choose-can-school-choice-reduce-student-achievement,Free to Choose: Can School Choice Reduce Student Achievement?,"American Economic Journal: Applied Economics, Vol",2018,published,
abdulkadiroglu-pathak-walters_2026_who-gets-what-in-education-can-school-matching-improve-stude,Who Gets What in Education: Can School Matching Improve Student Achievement?,,2026,working,
abel-mankiw-summers-zeckhauser_1989_assessing-dynamic-efficiency-theory-and-evidence,Assessing Dynamic Efficiency: Theory and Evidence,Review of Economic Studies,1989,published,
abowd-freeman_1991_introduction-and-summary-internationalization-of-the-us-labo,Introduction and Summary: Internationalization of the U.S. Labor Market,"Immigration, Trade and the Labor Market",1991,published,
abraham-bergeron-chetty-cutler-lin-scuderi-stepner-turner_2016_the-association-between-income-and-life-expectancy-in-the-un,"The Association Between Income and Life Expectancy in the United States, 2001-14",Journal of the American Medical Association,2016,published,
abraham-katz_1986_cyclical-unemployment-sectoral-shifts-or-aggregate-disturban,Cyclical Unemployment: Sectoral Shifts or Aggregate Disturbances?,Journal of Political Economy,1986,published,
abrevaya-hausman-khan_nodate_testing-for-casual-effects-in-a-generalized-regression-model,Testing for Casual Effects in a Generalized Regression Model with Endogenous Regressors,,,published,
abrevaya-hausman-scott-morton_1998_misclassification-of-the-dependent-variable-in-a-discreteres,Misclassification of the Dependent Variable in a Discrete-Response Setting,Journal of Econometrics,1998,published,
abujaber-block-cutler-dominici-makar-obermeyer)_2014_association-between-the-medicare-hospice-benefit-and-health-,Association between the Medicare Hospice Benefit and Health Care Utilization and Costs for Patients with Poor-prognosis Cancer,JAMA,2014,published,
abulafi-deming-goldin-katz-yuchtman_2016_the-value-of-postsecondary-credentials-in-the-labor-market-a,The Value of Postsecondary Credentials in the Labor Market: An Experimental Study,American Economic Review,2016,published,
acemoglu-aghion-barrage-hemous_nodate_climate-change-directed-innovation-and-energy-transition-the,"Climate Change, Directed Innovation, and Energy Transition: The Long-run Consequences of the Shale Gas Revolution",,,working,
acemoglu-aghion-bursztyn-hemous_2012_the-environment-and-directed-technical-change,The Environment and Directed Technical Change,American Economic Review,2012,published,
acemoglu-aghion-griffith-zilibotti_2010_vertical-integration-and-technology-theory-and-evidence,Vertical Integration and Technology: Theory and Evidence,Journal of European Economic Association,2010,published,
acemoglu-aghion-lelarge-reenan-zilibotti_2007_technology-information-and-the-decentralization-of-the-firm,"Technology, Information and the Decentralization of the Firm",The Quarterly Journal of Economics,2007,published,
acemoglu-aghion-violante_2001_deunionization-technical-change-and-inequality,"Deunionization, Technical Change and Inequality",Carnegie-Rochester Conference Series on Public Policy,2001,published,
acemoglu-aghion-zilibotti_2006_distance-to-frontier-selection-and-economic-growth,"Distance to Frontier, Selection, and Economic Growth",Journal of the European Economic Association,2006,published,
acemoglu-ajzenman-aksoy-fiszbein-molina_2025_successful-democracies-breed-their-own-support,(Successful) Democracies Breed Their Own Support,Review of Economic Studies,2025,published,
acemoglu-akcigit-bloom-kerr_2018_innovation-reallocation-and-growth,"Innovation, Reallocation and Growth",American Economic Review,2018,published,
acemoglu-akcigit-celik_2022_radical-and-incremental-innovation-the-roles-of-firms-manage,"Radical and Incremental Innovation: The Roles of Firms, Managers and Innovators",American Economic Review,2022,published,
acemoglu-akcigit-hanley-kerr_2016_transition-to-clean-technology,Transition to Clean Technology,Journal of Political Economy,2016,published,
acemoglu-akcigit-johnson_2026_technology-and-economic-development,Technology and Economic Development,Handbook of Development Economics,2026,published,
acemoglu-akcigit-kerr_2016_innovation-network,Innovation Network,Proceedings of the National Academy of Sciences,2016,published,
acemoglu-akcigit-kerr_2016_networks-and-the-macroeconomy-an-empirical-exploration,Networks and the Macroeconomy: An Empirical Exploration,Published in NBER Macroeconomics Annual,2016,published,
acemoglu-akcigit_2012_intellectual-property-rights-policy-competition-and-innovati,"Intellectual Property Rights Policy, Competition and Innovation",Journal of the European Economic Association,2012,published,
acemoglu-aksoy-baysan-molina-zeki_2024_misperceptions-and-demand-for-democracy-under-authoritariani,Misperceptions and Demand for Democracy under Authoritarianism,,2024,working,
acemoglu-anderson-beede-buffington-childress-dinlersoz-foster-goldschlag-haltiwanger-kroff-restrepo-zolas_2023_advanced-technology-adoption-selection-or-causal-effects,Advanced Technology Adoption: Selection or Causal Effects?,American Economic Association: Papers and Proceedings,2023,published,
acemoglu-anderson-beede-buffington-childress-dinlersoz-foster-goldschlag-haltiwanger-kroff-restrepo-zolas_2024_automation-and-the-workforce-a-firmlevel-view-from-the-2019-,Automation and the Workforce: A Firm-Level View from the 2019 Annual Business Survey,"in Technology, Productivity, and Economic Growth (2024), Susanto Basu, Lucy Eldridge, John Haltiwanger and Erich Strassner, eds., University of Chicago Press",2024,published,
acemoglu-angrist_2001_consequences-of-employment-protection-the-case-of-the-americ,Consequences of Employment Protection? The Case of the Americans with Disabilities Act,"Journal of Political Economy, 109, pp 915-957",2001,published,
acemoglu-angrist_2001_how-large-are-human-capital-externalities-evidence-evidence-,How Large Are Human Capital Externalities Evidence? Evidence from Compulsory Schooling Laws,NBER Macroeconomics Annual,2001,published,
acemoglu-antras-helpman_2007_contracts-and-technology-adoption,Contracts and Technology Adoption,American Economic Review,2007,published,
